order_id,order_date,customer_name,region,sales_rep,product_category,product_name,unit_price,quantity,total_amount,order_status
ORD01955,16-01-2024,Sanjay Reddy,South,Anjali Gupta,Furniture,Sofa,4839.51,1,4839.51,Delivered
ORD02317,16-01-2024,Kavya Kapoor,Central,Priya Nair,Clothing,Jeans,702.77,1,702.77,Pending
ORD01688,17-01-2024,Nikhil Rao,East,Anjali Gupta,Electronics,Smartwatch,63671.44,1,63671.44,Pending
ORD00400,17-01-2024,Kavya Desai,South,Aarav Sharma,Electronics,Tablet,61654.48,1,61654.48,Delivered
ORD02439,17-01-2024,Vivek Desai,Central,Sneha Iyer,Furniture,Study Table,15030.4,2,30060.8,Pending
ORD01101,17-01-2024,Rajesh Kumar,North,Anjali Gupta,Groceries,Rice 5kg,1487.75,1,1487.75,Delivered
ORD00122,17-01-2024,Shreya Nair,East,Neha Reddy,Sports,Yoga Mat,4314.02,1,4314.02,Cancelled
ORD00144,17-01-2024,Ananya Nair,East,Anjali Gupta,Electronics,Smartphone,51452.44,1,51452.44,Delivered
ORD02167,18-01-2024,Nikhil Shah,West,Priya Nair,Electronics,Smartphone,79113.6,1,79113.6,Delivered
ORD00105,18-01-2024,Vivek Reddy,West,Aarav Sharma,Electronics,Headphones,37356.53,1,37356.53,Delivered
ORD00396,18-01-2024,Rajesh Kapoor,South,Rohan Mehta,Electronics,Laptop,28927.94,1,28927.94,Delivered
ORD01636,19-01-2024,Suresh Kumar,South,Karan Verma,Electronics,Laptop,35595.9,1,35595.9,Delivered
ORD01777,19-01-2024,Vivek Rao,West,Vikram Singh,Groceries,Rice 5kg,1037.69,2,2075.38,Cancelled
ORD00526,19-01-2024,Nikhil Desai,South,Aarav Sharma,Groceries,Atta 10kg,2489.53,1,2489.53,Delivered
ORD01122,20-01-2024,Aditi Malhotra,Central,Rohan Mehta,Electronics,Smartphone,48044.43,3,144133.29,Delivered
ORD01837,21-01-2024,Sonal Desai,West,Arjun Rao,Groceries,Cooking Oil 1L,998.23,2,1996.46,Delivered
ORD01669,21-01-2024,Kavya Nair,West,Anjali Gupta,Electronics,Laptop,12990.17,2,25980.34,Pending
ORD01580,21-01-2024,Pooja Malhotra,North,Vikram Singh,Sports,Yoga Mat,6927.3,1,6927.3,Delivered
ORD02192,22-01-2024,Ananya Joshi,East,Rohan Mehta,Groceries,Atta 10kg,1631.34,2,3262.68,Delivered
ORD02081,22-01-2024,Meera Malhotra,South,Neha Reddy,Groceries,Atta 10kg,1236.25,1,1236.25,Cancelled
ORD01265,23-01-2024,Kavya Kapoor,North,Anjali Gupta,Furniture,Office Chair,7451.27,3,22353.81,Delivered
ORD01261,23-01-2024,Rahul Desai,East,Anjali Gupta,Sports,Football,1406.43,1,1406.43,Delivered
ORD01360,23-01-2024,Suresh Rao,East,Rohan Mehta,Groceries,Rice 5kg,1879.99,2,3759.98,Cancelled
ORD02225,23-01-2024,Nikhil Rao,Central,Priya Nair,Electronics,Laptop,17194.72,1,17194.72,Delivered
ORD00948,24-01-2024,Riya Patel,East,Priya Nair,Groceries,Rice 5kg,420.33,2,840.66,Delivered
ORD01934,24-01-2024,Gaurav Patel,Central,Priya Nair,Furniture,Sofa,23045.35,1,23045.35,Delivered
ORD01373,24-01-2024,Vivek Desai,North,Anjali Gupta,Sports,Dumbbells Set,5081.43,2,10162.86,Pending
ORD00209,25-01-2024,Meera Joshi,North,Sneha Iyer,Clothing,Jeans,645.42,1,645.42,Delivered
ORD00461,25-01-2024,Manish Patel,East,Vikram Singh,Electronics,Laptop,32429.38,1,32429.38,Cancelled
ORD00255,26-01-2024,Nikhil Joshi,West,Aarav Sharma,Groceries,Cooking Oil 1L,256.49,1,256.49,Delivered
ORD02428,27-01-2024,Manish Patel,North,Arjun Rao,Electronics,Tablet,75827.65,1,75827.65,Delivered
ORD02014,27-01-2024,Suresh Patel,North,Aarav Sharma,Clothing,Formal Shirt,1641.94,1,1641.94,Pending
ORD02237,28-01-2024,Kavya Malhotra,East,Priya Nair,Furniture,Bookshelf,21536.63,1,21536.63,Delivered
ORD00170,28-01-2024,Manish Nair,West,Neha Reddy,Electronics,Tablet,2704.37,1,2704.37,Delivered
ORD02020,28-01-2024,Gaurav Nair,West,Rohan Mehta,Clothing,Jeans,3480.73,2,6961.46,Pending
ORD02345,28-01-2024,Vivek Kapoor,South,Karan Verma,Groceries,Rice 5kg,1080.78,2,2161.56,Cancelled
ORD00711,29-01-2024,Rajesh Joshi,South,Rohan Mehta,Clothing,T-Shirt,1338.38,1,1338.38,Delivered
ORD01721,29-01-2024,Suresh Kumar,West,Anjali Gupta,Groceries,Cooking Oil 1L,276.68,1,276.68,Cancelled
ORD00533,29-01-2024,Isha Rao,Central,Rohan Mehta,Furniture,Study Table,10549.91,2,21099.82,Delivered
ORD00489,30-01-2024,Suresh Joshi,Central,Sneha Iyer,Furniture,Sofa,20367,1,20367,Delivered
ORD02338,30-01-2024,Aditi Nair,South,Sneha Iyer,Electronics,Tablet,77678.33,3,233034.99,Cancelled
ORD01576,31-01-2024,Tarun Desai,North,Divya Menon,Clothing,Jeans,622.46,1,622.46,Delivered
ORD01558,31-01-2024,Sonal Rao,South,Priya Nair,Sports,Yoga Mat,1230.47,1,1230.47,Delivered
ORD02039,31-01-2024,Shreya Reddy,North,Arjun Rao,Clothing,Jacket,1923.23,2,3846.46,Delivered
ORD01551,31-01-2024,Sanjay Rao,West,Rohan Mehta,Electronics,Laptop,6029.65,1,6029.65,Pending
ORD02015,31-01-2024,Tarun Malhotra,East,Aarav Sharma,Sports,Football,2374.68,1,2374.68,Delivered
ORD01388,31-01-2024,Isha Kumar,East,Vikram Singh,Electronics,Tablet,3489.62,2,6979.24,Pending
ORD01553,01-02-2024,Nikhil Reddy,East,Anjali Gupta,Groceries,Atta 10kg,1738.62,1,1738.62,Delivered
ORD01404,01-02-2024,Rajesh Patel,West,Sneha Iyer,Electronics,Laptop,33161.51,5,165807.55,Cancelled
ORD01969,01-02-2024,Rahul Shah,North,Arjun Rao,Electronics,Smartphone,77304.29,1,77304.29,Delivered
ORD02325,01-02-2024,Sanjay Rao,South,Divya Menon,Sports,Dumbbells Set,5226.36,1,5226.36,Cancelled
ORD01427,01-02-2024,Kavya Kapoor,South,Vikram Singh,Clothing,Formal Shirt,1965.93,2,3931.86,Delivered
ORD00011,02-02-2024,Aditi Shah,East,Rohan Mehta,Electronics,Tablet,58909.28,1,58909.28,Cancelled
ORD02209,02-02-2024,Suresh Desai,South,Priya Nair,Electronics,Laptop,69931.81,1,69931.81,Delivered
ORD02409,02-02-2024,Ananya Kumar,Central,Priya Nair,Sports,Dumbbells Set,2181.04,2,4362.08,Delivered
ORD02094,03-02-2024,Tarun Desai,Central,Sneha Iyer,Electronics,Laptop,66167.19,2,132334.38,Delivered
ORD00998,03-02-2024,Shreya Malhotra,East,Priya Nair,Furniture,Sofa,17430.53,1,17430.53,Delivered
ORD00115,03-02-2024,Sanjay Rao,Central,Divya Menon,Groceries,Rice 5kg,1293.92,2,2587.84,Delivered
ORD01828,03-02-2024,Anita Nair,West,Divya Menon,Groceries,Spices Pack,765.6,1,765.6,Delivered
ORD01462,04-02-2024,Manish Kapoor,East,Karan Verma,Clothing,Formal Shirt,678.95,1,678.95,Delivered
ORD01525,05-02-2024,Manish Kumar,East,Sneha Iyer,Clothing,Jeans,2443.13,2,4886.26,Pending
ORD01656,05-02-2024,Amit Shah,North,Priya Nair,Sports,Cricket Bat,1544.39,1,1544.39,Delivered
ORD01381,05-02-2024,Gaurav Nair,Central,Divya Menon,Sports,Yoga Mat,2793.65,1,2793.65,Delivered
ORD00048,06-02-2024,Suresh Malhotra,North,Aarav Sharma,Electronics,Tablet,59712.88,1,59712.88,Pending
ORD02483,06-02-2024,Sanjay Malhotra,South,Divya Menon,Electronics,Headphones,41813.32,1,41813.32,Delivered
ORD01776,06-02-2024,Rajesh Reddy,Central,Neha Reddy,Furniture,Office Chair,18356.46,1,18356.46,Delivered
ORD00359,07-02-2024,Pooja Malhotra,South,Priya Nair,Clothing,Formal Shirt,3070.83,2,6141.66,Delivered
ORD00660,07-02-2024,Vivek Desai,East,Rohan Mehta,Electronics,Laptop,69630.69,1,69630.69,Pending
ORD01881,07-02-2024,Ananya Patel,South,Rohan Mehta,Electronics,Smartwatch,2263.55,2,4527.1,Delivered
ORD01700,07-02-2024,Isha Shah,South,Neha Reddy,Groceries,Rice 5kg,259.89,1,259.89,Delivered
ORD00920,08-02-2024,Vivek Joshi,Central,Vikram Singh,Furniture,Study Table,14694.73,1,14694.73,Delivered
ORD00051,08-02-2024,Isha Nair,South,Karan Verma,Electronics,Smartphone,77991.36,5,389956.8,Cancelled
ORD01419,08-02-2024,Rajesh Shah,West,Anjali Gupta,Electronics,Headphones,11967.89,3,35903.67,Delivered
ORD00524,08-02-2024,Vivek Kapoor,West,Sneha Iyer,Groceries,Cooking Oil 1L,292.45,1,292.45,Cancelled
ORD01918,08-02-2024,Pooja Kumar,East,Aarav Sharma,Groceries,Cooking Oil 1L,568.47,1,568.47,Delivered
ORD00766,08-02-2024,Anita Kumar,East,Rohan Mehta,Electronics,Headphones,3410.33,1,3410.33,Delivered
ORD00356,09-02-2024,Isha Patel,South,Sneha Iyer,Electronics,Smartwatch,56102.21,2,112204.42,Delivered
ORD02217,09-02-2024,Aditi Kumar,East,Sneha Iyer,Sports,Dumbbells Set,6084.18,1,6084.18,Cancelled
ORD02254,09-02-2024,Rajesh Malhotra,North,Karan Verma,Groceries,Spices Pack,2290.62,1,2290.62,Delivered
ORD00411,09-02-2024,Rahul Patel,West,Aarav Sharma,Groceries,Cooking Oil 1L,1119.64,2,2239.28,Delivered
ORD00265,10-02-2024,Tarun Shah,North,Karan Verma,Clothing,Jeans,3095.77,1,3095.77,Delivered
ORD01821,10-02-2024,Isha Rao,North,Aarav Sharma,Sports,Yoga Mat,6936.08,1,6936.08,Pending
ORD00913,10-02-2024,Aditi Joshi,West,Rohan Mehta,Groceries,Cooking Oil 1L,1549.61,2,3099.22,Cancelled
ORD01418,11-02-2024,Shreya Rao,South,Vikram Singh,Electronics,Smartwatch,16675.46,2,33350.92,Delivered
ORD00090,11-02-2024,Aditi Nair,East,Anjali Gupta,Furniture,Bookshelf,12120.79,2,24241.58,Delivered
ORD01543,11-02-2024,Amit Reddy,West,Rohan Mehta,Furniture,Sofa,15685.65,2,31371.3,Delivered
ORD00683,12-02-2024,Pooja Malhotra,West,Divya Menon,Furniture,Sofa,6497.61,1,6497.61,Delivered
ORD00511,12-02-2024,Sonal Malhotra,East,Divya Menon,Electronics,Smartwatch,44981.97,1,44981.97,Delivered
ORD00044,12-02-2024,Vivek Shah,Central,Rohan Mehta,Electronics,Tablet,18737.95,1,18737.95,Delivered
ORD01147,12-02-2024,Riya Nair,North,Rohan Mehta,Clothing,Jacket,3554.73,1,3554.73,Delivered
ORD00836,12-02-2024,Gaurav Kumar,South,Divya Menon,Clothing,Jeans,1174.97,2,2349.94,Cancelled
ORD00366,12-02-2024,Manish Rao,South,Vikram Singh,Clothing,Formal Shirt,3271.17,1,3271.17,Delivered
ORD02159,13-02-2024,Manish Desai,West,Divya Menon,Electronics,Laptop,48404.56,2,96809.12,Pending
ORD02357,13-02-2024,Pooja Malhotra,South,Rohan Mehta,Sports,Football,1238.25,1,1238.25,Pending
ORD02440,13-02-2024,Aditi Shah,Central,Rohan Mehta,Clothing,Formal Shirt,848.19,1,848.19,Delivered
ORD01797,13-02-2024,Ananya Patel,West,Anjali Gupta,Electronics,Smartphone,44001.13,1,44001.13,Delivered
ORD00879,13-02-2024,Shreya Reddy,East,Priya Nair,Electronics,Headphones,62155.54,1,62155.54,Delivered
ORD00644,14-02-2024,Tarun Desai,Central,Vikram Singh,Electronics,Smartwatch,25233.03,2,50466.06,Delivered
ORD02162,14-02-2024,Suresh Patel,East,Divya Menon,Electronics,Headphones,66775.85,1,66775.85,Cancelled
ORD00590,14-02-2024,Aditi Joshi,East,Divya Menon,Electronics,Smartphone,18372.02,1,18372.02,Cancelled
ORD01382,14-02-2024,Ananya Joshi,South,Priya Nair,Furniture,Sofa,15699.63,2,31399.26,Pending
ORD02268,14-02-2024,Pooja Rao,Central,Priya Nair,Sports,Cricket Bat,6414.26,1,6414.26,Pending
ORD01084,15-02-2024,Vivek Shah,East,Vikram Singh,Groceries,Cooking Oil 1L,1836.66,2,3673.32,Cancelled
ORD01451,15-02-2024,Anita Malhotra,North,Anjali Gupta,Electronics,Laptop,9620.85,1,9620.85,Delivered
ORD00885,15-02-2024,Riya Malhotra,West,Divya Menon,Furniture,Sofa,1718.79,1,1718.79,Delivered
ORD02007,15-02-2024,Aditi Desai,East,Sneha Iyer,Sports,Cricket Bat,5339.82,1,5339.82,Delivered
ORD01168,16-02-2024,Aditi Kapoor,South,Karan Verma,Clothing,Jacket,3040.1,1,3040.1,Delivered
ORD02072,16-02-2024,Anita Patel,West,Neha Reddy,Groceries,Cooking Oil 1L,1595.62,1,1595.62,Delivered
ORD01761,16-02-2024,Pooja Rao,Central,Vikram Singh,Groceries,Spices Pack,1916.17,2,3832.34,Cancelled
ORD01961,16-02-2024,Isha Malhotra,East,Aarav Sharma,Groceries,Cooking Oil 1L,1472.04,3,4416.12,Cancelled
ORD02070,16-02-2024,Anita Kumar,North,Divya Menon,Clothing,Jeans,2275.61,1,2275.61,Delivered
ORD00482,17-02-2024,Shreya Patel,Central,Vikram Singh,Electronics,Headphones,20329.55,2,40659.1,Delivered
ORD00795,18-02-2024,Kavya Kumar,South,Aarav Sharma,Sports,Cricket Bat,7163.12,1,7163.12,Delivered
ORD01695,18-02-2024,Isha Shah,East,Neha Reddy,Furniture,Sofa,24129.93,2,48259.86,Delivered
ORD01763,18-02-2024,Sonal Malhotra,North,Vikram Singh,Clothing,Formal Shirt,1473.31,1,1473.31,Delivered
ORD02380,18-02-2024,Manish Joshi,South,Priya Nair,Groceries,Atta 10kg,452.31,1,452.31,Delivered
ORD01642,19-02-2024,Manish Nair,West,Sneha Iyer,Furniture,Office Chair,1670.43,5,8352.15,Delivered
ORD01753,19-02-2024,Anita Rao,South,Priya Nair,Clothing,Jacket,1940.75,1,1940.75,Delivered
ORD02313,19-02-2024,Sonal Nair,West,Neha Reddy,Clothing,T-Shirt,2668.34,5,13341.7,Delivered
ORD01267,19-02-2024,Manish Kumar,South,Arjun Rao,Sports,Dumbbells Set,2998.62,2,5997.24,Delivered
ORD00570,19-02-2024,Amit Shah,South,Sneha Iyer,Furniture,Study Table,2609.12,3,7827.36,Pending
ORD02108,20-02-2024,Sonal Rao,West,Rohan Mehta,Groceries,Spices Pack,631.48,1,631.48,Delivered
ORD00971,20-02-2024,Rajesh Joshi,North,Sneha Iyer,Furniture,Sofa,21553.64,2,43107.28,Cancelled
ORD00667,21-02-2024,Sanjay Joshi,Central,Rohan Mehta,Electronics,Tablet,58348.09,1,58348.09,Delivered
ORD00514,21-02-2024,Tarun Kapoor,West,Arjun Rao,Clothing,Formal Shirt,668.7,2,1337.4,Pending
ORD01297,21-02-2024,Sanjay Joshi,East,Vikram Singh,Groceries,Cooking Oil 1L,486.51,1,486.51,Delivered
ORD02299,21-02-2024,Rahul Patel,Central,Arjun Rao,Clothing,Formal Shirt,3600.53,1,3600.53,Delivered
ORD00860,21-02-2024,Meera Joshi,North,Neha Reddy,Electronics,Smartwatch,65709.88,3,197129.64,Delivered
ORD00440,22-02-2024,Amit Nair,Central,Anjali Gupta,Electronics,Smartwatch,40279.67,1,40279.67,Pending
ORD00848,22-02-2024,Sanjay Desai,West,Neha Reddy,Electronics,Headphones,60894.71,1,60894.71,Delivered
ORD02431,22-02-2024,Sanjay Shah,West,Vikram Singh,Groceries,Spices Pack,1685.02,3,5055.06,Delivered
ORD01165,22-02-2024,Rahul Nair,Central,Arjun Rao,Furniture,Office Chair,22434.37,1,22434.37,Delivered
ORD02382,22-02-2024,Nikhil Shah,South,Sneha Iyer,Clothing,Formal Shirt,2045.29,1,2045.29,Delivered
ORD00035,23-02-2024,Kavya Joshi,West,Karan Verma,Groceries,Rice 5kg,1353.38,2,2706.76,Pending
ORD00856,24-02-2024,Rajesh Joshi,East,Anjali Gupta,Electronics,Tablet,75858.43,1,75858.43,Delivered
ORD01661,25-02-2024,Pooja Shah,North,Vikram Singh,Electronics,Smartwatch,65280.53,1,65280.53,Delivered
ORD00700,25-02-2024,Aditi Desai,South,Rohan Mehta,Electronics,Smartwatch,13221.7,1,13221.7,Delivered
ORD00432,25-02-2024,Kavya Kumar,West,Divya Menon,Electronics,Headphones,27447.81,1,27447.81,Delivered
ORD01542,26-02-2024,Manish Joshi,East,Anjali Gupta,Electronics,Smartwatch,52663.04,1,52663.04,Delivered
ORD01874,27-02-2024,Riya Rao,South,Aarav Sharma,Groceries,Rice 5kg,2308.72,1,2308.72,Delivered
ORD00566,28-02-2024,Isha Reddy,West,Rohan Mehta,Clothing,T-Shirt,2938.15,2,5876.3,Cancelled
ORD00704,28-02-2024,Ananya Malhotra,West,Priya Nair,Clothing,Jeans,2872.04,1,2872.04,Delivered
ORD00371,28-02-2024,Anita Nair,Central,Priya Nair,Furniture,Study Table,11670.02,1,11670.02,Delivered
ORD01672,29-02-2024,Gaurav Desai,North,Neha Reddy,Groceries,Cooking Oil 1L,910.14,1,910.14,Delivered
ORD02262,29-02-2024,Vivek Reddy,North,Aarav Sharma,Clothing,Jacket,2342.25,1,2342.25,Delivered
ORD02193,01-03-2024,Nikhil Reddy,North,Priya Nair,Groceries,Cooking Oil 1L,1075.06,1,1075.06,Delivered
ORD00413,01-03-2024,Kavya Reddy,Central,Sneha Iyer,Furniture,Office Chair,20909.07,1,20909.07,Delivered
ORD02186,02-03-2024,Pooja Kumar,Central,Rohan Mehta,Clothing,Jeans,984.92,1,984.92,Delivered
ORD02457,02-03-2024,Rajesh Kumar,South,Anjali Gupta,Electronics,Smartwatch,17741.93,2,35483.86,Delivered
ORD01104,02-03-2024,Ananya Malhotra,South,Anjali Gupta,Sports,Cricket Bat,619.54,1,619.54,Cancelled
ORD01583,02-03-2024,Shreya Malhotra,East,Sneha Iyer,Furniture,Bookshelf,10909.26,1,10909.26,Pending
ORD01595,03-03-2024,Rajesh Joshi,East,Vikram Singh,Electronics,Tablet,47405.47,2,94810.94,Delivered
ORD02110,03-03-2024,Vivek Patel,North,Priya Nair,Furniture,Study Table,8174.67,1,8174.67,Delivered
ORD00637,03-03-2024,Anita Kapoor,North,Priya Nair,Clothing,Jeans,3122.29,1,3122.29,Delivered
ORD00430,04-03-2024,Tarun Kapoor,South,Vikram Singh,Sports,Cricket Bat,955.3,1,955.3,Delivered
ORD00424,04-03-2024,Rajesh Patel,South,Aarav Sharma,Clothing,T-Shirt,1045.68,2,2091.36,Delivered
ORD00488,04-03-2024,Gaurav Patel,West,Priya Nair,Electronics,Smartwatch,44698.36,2,89396.72,Cancelled
ORD01836,04-03-2024,Anita Nair,Central,Anjali Gupta,Furniture,Bookshelf,14632.21,1,14632.21,Pending
ORD00587,05-03-2024,Kavya Patel,West,Karan Verma,Clothing,Formal Shirt,3673.13,2,7346.26,Pending
ORD00832,05-03-2024,Shreya Patel,Central,Aarav Sharma,Electronics,Tablet,38456.21,1,38456.21,Cancelled
ORD00682,06-03-2024,Kavya Kumar,East,Rohan Mehta,Electronics,Headphones,55114.36,2,110228.72,Delivered
ORD01840,07-03-2024,Manish Shah,East,Rohan Mehta,Electronics,Laptop,76717.18,2,153434.36,Pending
ORD02272,08-03-2024,Aditi Kumar,West,Arjun Rao,Clothing,Jacket,3997.67,1,3997.67,Pending
ORD01218,08-03-2024,Anita Kapoor,South,Rohan Mehta,Electronics,Smartwatch,38682.15,1,38682.15,Delivered
ORD02311,08-03-2024,Aditi Kumar,West,Anjali Gupta,Furniture,Study Table,8016.34,2,16032.68,Cancelled
ORD01847,08-03-2024,Sanjay Shah,South,Aarav Sharma,Electronics,Headphones,69519.73,1,69519.73,Cancelled
ORD02304,08-03-2024,Anita Patel,Central,Sneha Iyer,Sports,Cricket Bat,6042.52,1,6042.52,Cancelled
ORD01466,08-03-2024,Nikhil Kumar,North,Karan Verma,Sports,Cricket Bat,3788.21,2,7576.42,Delivered
ORD01137,09-03-2024,Aditi Desai,North,Sneha Iyer,Sports,Football,4466.94,1,4466.94,Delivered
ORD00555,09-03-2024,Nikhil Kapoor,Central,Sneha Iyer,Groceries,Spices Pack,2038.52,2,4077.04,Cancelled
ORD00301,09-03-2024,Ananya Shah,Central,Vikram Singh,Electronics,Laptop,43516.09,1,43516.09,Delivered
ORD01324,10-03-2024,Tarun Reddy,South,Rohan Mehta,Groceries,Atta 10kg,2361.62,5,11808.1,Delivered
ORD02088,10-03-2024,Anita Kapoor,Central,Karan Verma,Clothing,Formal Shirt,2567.95,2,5135.9,Delivered
ORD01991,10-03-2024,Ananya Kapoor,South,Karan Verma,Electronics,Smartwatch,10486.98,3,31460.94,Delivered
ORD01336,11-03-2024,Manish Reddy,West,Sneha Iyer,Furniture,Bookshelf,17197.37,1,17197.37,Delivered
ORD00649,11-03-2024,Sanjay Reddy,West,Sneha Iyer,Furniture,Office Chair,23716.23,1,23716.23,Delivered
ORD01867,11-03-2024,Isha Nair,Central,Rohan Mehta,Groceries,Spices Pack,214.5,1,214.5,Cancelled
